id,entityId,esUpdatedOn,standardId,standardName,accountId,accountName,modifiedDate,auxiliaries,status,publicStateNameEn,projectId,projectName,projectDescription,environmentalCategory,piusListed,projectStartDate,projectActivationDate,projectPublicVisibility,statePublicVisibility,projectSubmittedDate,projectRegistrationDate,projectEndDate,masterProjectId,masterProjectName,projectType,vcsProjectId,validatorName,validatorId,ragRating,stateCode,units,countryId,countryName,city,stateProvince,gridReference,latitude,longitude,accountExternalIdentifier,certification,additionalCertification,additionalGoalInfo,complianceEligibility,projectSubmissionId,submissionDate,startDate,latitudeLongitude,sectoralScope,unitsIssuedInPermanenceBufferAccount,unitsIssuedInCorrespondingAdjustmentReserveAccount,unitsIssuedInCountrySopReserveAccount,electricityGenerated,plasticCredits,exanteQuantity,unitsGhgEmissionReduction,unitsIssued,unitsInOmgeAccount,unitsInAppFundAccount,hcloaName,corrAdjustmentName,projectCategory,projectActivityType,considerAccountPrivate,authorizedRepresentative,methodologies,ccbStandardTypeId,ccbStandardTypeName,periodOfValidityStart,verraProjectRegistrationDate,regionId,regionName,area,website,proponents,afoluNames,avgAnnualVolVcu,otherGhgProgramName,otherGhgProgramId,registeredOtherGhgProgram,jnrProgramProjectName,creditPeriodStartDate,creditPeriodEndDate,sdContributions,projectSize,projectSizeId,creditPeriodTerm,creditPeriod,jurisdictionalStatus,jurisdictionalStatusId,jnrScenario,jnrScenarioId,dateOfInactivity,linkedVcsProjectId,registeredInVcs,estimatedAnnualCarbonDioxideRemovals,estimatedEmissionsAnnualReduction,projectMaterialTypes,projectEndOfLifeSelections,fuente,_id_estable,metodo_correccion_coords,COD_DANE,NOMBRE_MPI
110200000676830,110200000676830,2026-08-21T17:27:52.564329812,150000000000001,Verified Carbon Standard,,,2025-03-12T01:26:03,,Pipeline Listing (under development) approved,Pipeline listing (under development) approved,2298,"CONSEJOS COMUNITARIOS DEL PACIFICO VALLE DEL CAUCA (CCPVC) PROGRAMA REDD+ VALLE DEL CAUCA, COLOMBIA","The Consejos Comunitarios del Pacífico en el Valle del Cauca REDD+ Program (called the CCPVC REDD+ Program or Program), is a grouped project which initially includes five Consejos or Community Councils located on the southwest, Pacific side, of Colombia. The initial Project Activity Instances include Consejos; Cuenca del Río Yurumanguí, Comunidad Negra Cuenca del Rio Mayorquín and Papayal, Comunidad Negra de la Cuenca del Río Raposo, Cuenca Mayor del Río Anchicaya, and Mayor de la Cuenca Media and Alta del Río Dagua. Each with legally recognized tenure over their territories, Río Yurumanguí (54,776 ha), Mayorquín and Papayal (19,060 ha), Río Raposo (20,536 ha), Mayor del Río Anchicaya (16,773 ha), and Mayor de la Cuenca Media and Alta del Río Dagua (9,423 ha). The overall Project Area (areas in which a Project Activity Instance must fall into) includes the Pacific zone of the department of Valle de Cauca in areas that are subject of unplanned deforestation and degradation (excluding any areas that have existing VCS projects registered). The Consejos in CCPVC will seek to improve livelihoods for community members and to the long-term environmental, social and financial sustainability of their territory. The location of CCPVC is near the Pacific Ocean and included major rivers that cut through the project area supporting high biodiversity. However, the territory of CCPVC experiences continuous reduction of forest cover, and the biodiversity with its ecosystems threatened. Deforestation and degradation in CCPVC has occurred due to unsustainable and illegal practices, such as illegal logging, small-scale mining, and shifting agriculture, with natural resources are being extracted unsustainably. CCPVC has directed their focus on the conservation and sustainable use of forests and other natural resources in their territories. The Project Area includes large expanses of forests and agroforestry areas that provide a crucial economic benefits to the local communities.",Carbon,No,2018-06-19T00:00:00,,True,True,,,2118-06-18T00:00:00,,,,2298,,,,PIPELINE_LISTING_UNDER_DEVELOPMENT_APPROVED,False,100000000000011,Colombia,Buenaventura,Valle de Cauca,,3.696826,-77.129521,,,,,,2298,2018-06-18T00:00:00,2018-06-18T00:00:00,3.696826/-77.129521,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,VM0006 (Version NA),,,2018-06-18T00:00:00,,150000000000045.0,Latin America,490542.0,,Multiple Project Proponents,REDD,796394,,,False,,2018-06-19T00:00:00,2118-06-18T00:00:00,,"> 1,000,000 tCO2-e per year",150000000000063,1.0,100.0,,,,,,,False,,,,,verra_platts,2298,original,76109,BUENAVENTURA
110200000674706,110200000674706,2026-08-21T17:27:46.193492994,150000000000001,Verified Carbon Standard,,,2025-08-04T14:46:32,,Withdrawn,Withdrawn,1821,Conservación de los Ecosistemas y el Almacén de Carbono Región de Transición Guayano Amazónica 'Flor de Inírida',"The proposed project activity belongs to: Sectoral Scope: 14AFOLU Project Category: Reduced Emissions from Deforestation and Degradation (REDD)Activity Type: Avoiding Unplanned Deforestation and Degradation & Avoiding Planned Deforestation and Degradation.The project aims for the ecosystems and carbon stock conservation in the Transition Region Guayano - Amazónica in Colombia.The project activity benefits are summarized in 14 sustainable mega-projects:1. Governance support: Capacity Building Program2. Characterization of biodiversity (Food sovereignty).3. Fish in the Orinoco Basin and Río Negro (Food Sovereignty).4. Systems for water treatment (Food sovereignty).5. Ethno-education.6. Vital cycles and rhythmic room patterns in the indigenous reserves (Housing - Sewerage - Habitat).7. Means of transport, connectivity and territorial communication.8. Health with an intercultural, ethno-cultural focus, for the indigenous population of the communities in the indigenous reserves.9. Media, scientific and ethnic documentary.10. Alternative and renewable energies.11. Climate effect on the REDD + project12. Soil improvement (food sovereignty).13. Box for small activities.14. Recognition and rewards system.All of them are in line with the Governance Framework Agreement signed with the collective territories owners.The project will be implemented in the following Indigenous Reservations:- Almidón La Ceiba- Bajo Río Guanía y Río Negro- Caranacor Yurí Laguna Morocoto- Coayaré El Coco- Cuenca Media y Alta Río Inírida- El Venado- Cuenca Alta y Río Guainía- Remanso Chorro Bocón- Río Atabapo e Inírida- Puerto Colombia, Ríos Cuyarí e Isana- Tonina SejalPublic Comment Period: 19 November - 19 December 2018No comments were received.",Carbon,No,2017-01-01T00:00:00,,True,True,,,2116-12-31T00:00:00,,,,1821,TÜV NORD CERT GmbH,110100000044456.0,,WITHDRAWN,False,100000000000011,Colombia,'Guayano' - Amazonic Transition Region,Guainia,,2.613478,-69.154694,,,,,,1821,2017-01-01T00:00:00,2017-01-01T00:00:00,2.613478/-69.154694,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,VM0007 (Version NA),,,2017-01-01T00:00:00,,150000000000045.0,Latin America,1000.0,,Ciprogress Greenlife (PP),REDD,7627523,,,False,,2017-01-01T00:00:00,2116-12-31T00:00:00,,"> 1,000,000 tCO2-e per year",150000000000063,1.0,100.0,,,,,,,False,,,,,verra_platts,1821,original,94001,INÍRIDA
110200000673704,110200000673704,2026-08-21T17:27:46.022934034,150000000000001,Verified Carbon Standard,,,2026-07-20T20:03:55,,Registered,Registered,2084,"CONSERVATION PROJECT REDD+ SUR DEL META BOSQUES DE PAZ, SUSTENTO DE VIDA","The Meta Sostenible project is a grouped REDD+ project located in the department of Meta, Colombia. The project area is inside the Amazonian biome and includes the municipalities of Puerto Rico, Vista Hermosa, Mesetas, La Uribe and La Macarena. The project aims at reducing deforestation caused by the expansion of agriculture and the installation of grasslands for the development of extensive cattle ranching, and in a lesser extent by the proliferation of illegal crops and development of infrastructure (mainly roads).The project activities that will promote the reduction of GHG caused by deforestation include the improvement of schools and local health systems, the transfer of knowledge through training about local finances, administration, practices for the good management of projects, among others; along with the development of agroforestry systems.PUBLIC COMMENT PERIOD:This project was open for public comment from 30 January 2020 – 27 February 2020.",Carbon,No,2019-01-01T00:00:00,2026-07-20T20:03:55,True,True,,,2048-12-31T00:00:00,,,,2084,KBS Certification Services Limited,110100000036823.0,,REGISTERED,False,100000000000011,Colombia,Multiple Municipalities,Meta,,2.94206,-73.208302,,,,,,2084,2019-01-01T00:00:00,2019-01-01T00:00:00,2.942060/-73.208302,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,VM0015 (Version 1.1),,,2019-01-01T00:00:00,2024-07-16T00:00:00,150000000000045.0,Latin America,77612.0,,Karbon-X,REDD,374315,,,False,,2019-01-01T00:00:00,2048-12-31T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,30.0,,,,,,,False,,,,,verra_platts,2084,original,50590,PUERTO RICO
110200000674330,110200000674330,2026-08-21T17:27:46.115992907,150000000000001,Verified Carbon Standard,,,2022-12-24T18:14:01,,Withdrawn,Withdrawn,2872,CRIMA PREDIO PUTUMAYO Y ANDOQUE DE ADUCHE REDD+  PROJECT,"The CRIMA Predio Putumayo y Andoque de Aduche REDD+ Project seeks the conservation of forests located in the indigenous territories of Andoque de Aduche Indigenous Reserve, in the municipality of Solano and Puerto Santander; and in the areas of the indigenous communities of Puerto Zábalo y Los Monos, and Monochoa that are part of the vast Great Predio Putumayo Indigenous Reserve and that are located in Puerto Leguizamo, Puerto Alegría, La Chorrera and Puerto Santander municipalities. The project area has a total area of 1.260.222 ha at the beginning of the monitoring period. The project aims to contribute to mitigate the effects caused by climate change by reducing 27.686.867 tCO2 emissions derived from deforestation and forest degradation during the 30-year crediting period. The main activities during the Project lifetime focus in the development of productive activities compatible with community well-being and nature conservation, providing food security, improving social investment, strengthening land use planning and self-government structure, monitoring biodiversity and forest conservation. These activities aim to control and reduce the incidence of deforestation drivers such as wood extraction, mining and illegal productive activities. The area is characterized by its high biodiversity along with social unrest and deforestation. Among the activities carried out by the promoters of deforestation are moving the border of farming activities (especially subsistence agriculture and livestock), mining, wood harvesting for commercial and community use, illegal crops and colonization processes. The social problems are triggered by the absence of the government, lack of sanitation infrastructure, education, health programs and shortage of technological guidance for sustainable development. This project focuses on the AFOLU (Agriculture, Forestry and Other Land Uses) sectors. Inside the category for Reducing emissions from deforestation and forest degradation in developing countries (REDD+). Its goal is to mitigate the effects caused by climate change through reduction of CO2 emissions from deforestation and forest degradation, restauration of degraded forest lands, promotion of the sustainable wood harvesting and carry out development activities for the community well-being.",Carbon,No,2018-01-11T00:00:00,,True,True,,,2048-01-10T00:00:00,,,,2872,"AENOR CONFIA, S.A. (UNIPERSONAL)",110100000041003.0,,WITHDRAWN,False,100000000000011,Colombia,Solano,"Departments of Putumayo, Caquetá and Amazonas",,0.698333,-75.253889,,,,,,2872,2018-01-11T00:00:00,2018-01-11T00:00:00,0.698333/-75.253889,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,VM0007 (Version NA),,,2018-01-11T00:00:00,,150000000000045.0,Latin America,1260222.0,https://communityredd.com/en/projects/,Multiple Project Proponents,REDD,922896,,,False,,2018-01-11T00:00:00,2048-01-10T00:00:00,,"> 1,000,000 tCO2-e per year",150000000000063,1.0,30.0,,,,,,,False,,,,,verra_platts,2872,original,18756,SOLANO
110200000677060,110200000677060,2026-08-21T17:27:52.591273009,150000000000001,Verified Carbon Standard,,,2025-09-25T14:29:17,,Registered,Registered,2532,Cumare carbon project,"The project comprises a total of 10.673 ha of land previously under extensive grazing by beef cattle, on which afforestation for obtaining timber products and for sequestering large amounts of carbon dioxide from the atmosphere are established. The project area is located in Colombia. Both properties “El Porvenir” and “Caricare” are located in the center-east of Meta department, within San Martin and Puerto Gaitan municipality. The areas are homogeneous in terms of soil types, climate, land use history and socio-economic conditions. Forests is based on 10-year rotation Eucalyptus pellita, Eucalyptus Urograndis and Eucalyptus urophylla, and 15 to 16 years rotation Pinus caribea plantations. Pinus spp. plantation have been established and will continue being established as a complement to the short-fibre production (Eucalyptus spp.), since the species is best suitable for very low productive soils. Forest project activity is currently in its sixth year after project start-date, and plantation will be completed by year ten of project. Forests will be replanted after clear-cut harvest when the seedling genetic material compensates the cost of soil preparation and plantation. Clone plantations could be managed with regrowth, avoiding the soil preparation costs and its carbon stock reduction. Planted forests will remove carbon dioxide from the atmosphere and store it in different carbon pools (living above-ground and below- ground biomass, soil, litter, non-tree vegetation, dead wood and harvested wood products). Monitoring will cover carbon stock changes for living above-ground pool. Below ground biomass will be estimated indirectly based on above-ground biomass measurements. Litter, dead wood and soil organic carbon pools will be estimated based on conservative default factors from the methodological tool. Non- tree vegetation and harvested wood products will not be accounted as per the methodology applied. The potential non-permanence of stored carbon will be considere",Carbon,No,2016-11-01T00:00:00,2025-09-25T14:29:17,True,True,,,2116-10-31T00:00:00,,,,2532,"AENOR CONFIA, S.A. (UNIPERSONAL)",110100000041003.0,,REGISTERED,True,100000000000011,Colombia,Meta and Vichada department,,,3.624693,-72.379098,,,,,,2532,2016-11-01T00:00:00,2016-11-01T00:00:00,3.624693/-72.379098,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,AR-ACM0003 (Version NA),,,2016-11-01T00:00:00,2022-08-08T00:00:00,150000000000045.0,Latin America,10673.0,,Reforestadora Cumare S.A.S. (PP),ARR,29180,,,False,,2016-11-01T00:00:00,2116-10-31T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,100.0,,,,,,,False,,,,,verra_platts,2532,original,50689,SAN MARTÍN
110200000673232,110200000673232,2026-08-21T17:27:45.992524154,150000000000001,Verified Carbon Standard,,,2022-02-18T15:15:47,,Late to Verify,Late to Verify,479,Curva de Rodas and La Pradera landfill gas management project,"Curva de Rodas and La Pradera landfill gas flaring is a large-scale CDM project with multiple sites. The project is located in Medellin, Colombia. The total estimated emission reductions from the project is 1,171,245 t CO2e over the seven years crediting period. The project started operating during the summer 2008 and received registration by the UNFCCC on 6 February 2009. Green Gas, besides owning and managing the carbon credits, provided the technical solutions and has full control over the operation and maintenance of the project.",Carbon,No,2022-07-07T00:00:00,,True,True,,,2029-07-06T00:00:00,,,,479,Tuev Sued Industrie Service GmbH (Tuev Sued),110100000042389.0,,LATE_TO_VERIFY,True,100000000000011,Colombia,Antioquia,Antioquia,,6.32273,-75.530767,,,,,,479,2007-02-01T00:00:00,2007-02-01T00:00:00,6.322730/-75.530767,Waste handling and disposal,,,,,,,,,,,,,,,False,,ACM0001 (Version NA),,,2007-02-01T00:00:00,2020-04-06T00:00:00,150000000000045.0,Latin America,,,Green Gas Colombia (PP),,167321,,,False,,2022-07-07T00:00:00,2029-07-06T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,3.0,,,,,,,,False,,,,,verra_platts,479,original,05212,COPACABANA
110200000676301,110200000676301,2026-08-21T17:27:52.533425564,150000000000001,Verified Carbon Standard,,,2026-03-26T23:48:31,,Pipeline Listing (under development) approved,Pipeline listing (under development) approved,5756,El Estero biogas recovery and utilization,"The El Estero Biogas Recovery and Utilization Project (hereafter referred to as the Project) is implemented by Extractora El Estero and involves the installation of a methane capture and biogas utilization system at its palm oil mill, located in Maní, Casanare Department, Colombia. The Project includes the implementation of an anaerobic digestion system and biogas collection infrastructure designed to capture methane (CH₄) emissions generated during the treatment of Palm Oil Mill Effluent (POME) in anaerobic lagoons. The captured biogas will be used for on-site electricity generation, supplying the energy demands of the palm oil processing facility. This system displaces fossil fuel-based energy consumption and contributes to the overall reduction of greenhouse gas (GHG) emissions. The facility is located within Extractora El Estero’s industrial complex in the municipality of Maní, Casanare, where palm oil is extracted and processed. The wastewater treatment system responsible for the methane emissions is fully integrated within the operational boundaries of the site.Under the baseline scenario, prior to project implementation, POME was treated in uncovered anaerobic lagoons without any biogas recovery system. As a result, methane generated through the anaerobic decomposition of organic matter was released directly into the atmosphere, significantly contributing to climate change due to methane’s high global warming potential. In addition to these emissions, the facility has historically relied on a diesel-based power plant for its electricity needs. Approximately 299,000 gallons of diesel are consumed annually, resulting in the production of approximately 3,531,667 kWh per year. In 2022, a biomass-powered cogeneration system was introduced to complement the plant’s energy supply; however, diesel remains the principal energy source under baseline conditions.",Carbon,No,2025-05-01T00:00:00,,True,True,,,2032-04-30T00:00:00,,,,5756,,,,PIPELINE_LISTING_UNDER_DEVELOPMENT_APPROVED,False,100000000000011,Colombia,Maní,Casanare,,4.607494,-72.271111,,,,,,5756,2025-05-01T00:00:00,2025-05-01T00:00:00,4.607494/72.271111,"Energy industries (renewable/non-renewable sources), Waste handling and disposal",,,,,,,,,,,,,,,False,,AMS-III.H. (Version NA),,,2025-05-01T00:00:00,,150000000000045.0,Latin America,,,EXTRACTORA EL ESTERO S.A.S. (PP),,26877,,,False,,2025-05-01T00:00:00,2032-04-30T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,,,,,,,,False,,,,,verra_platts,5756,signo_lon_negado,85139,MANÍ
110200000678245,110200000678245,2026-08-21T17:27:58.38614315,150000000000001,Verified Carbon Standard,,,2026-03-23T21:00:58,,Verification approval requested,Verification approval requested,1797,El Molino-San Matias hydroelectric projects,"The El Molino-San Matias hydroelectric projects considers the installation of two run-of-river renewable small hydroelectric plants, at the rivered of the San Matias River in jurisdiction of the municipalities of Cocorná and Granada, Department of Antioquia, with an effective power rating of 19.9 MW each and a predicted supply of about 246.3 GWh (for both power plants) per year to feed the National Interconnected System of Colombia.",Carbon,No,2017-04-17T00:00:00,,True,True,,,2027-04-16T00:00:00,,,,1797,EPIC Sustainability Services Private Limited,110100000039106.0,,VERIFICATION_APPROVAL_REQUESTED,True,100000000000011,Colombia,Antioquia,Medellín city,,6.037623,-75.116456,,,,,,1797,2017-04-17T00:00:00,2017-04-17T00:00:00,6.037623/-75.116456,Energy industries (renewable/non-renewable sources),,,,,,,,,,,,,,,False,,ACM0002 (Version 18.1),,,2017-04-17T00:00:00,2020-04-06T00:00:00,150000000000045.0,Latin America,,,Multiple Project Proponents,,90393,,,False,,2017-04-17T00:00:00,2027-04-16T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,,,,,,,,False,,,,,verra_platts,1797,original,05197,COCORNÁ
110200000676514,110200000676514,2026-08-21T17:27:52.545979111,150000000000001,Verified Carbon Standard,,,2026-02-05T15:56:55,,Under validation (Public comment period closed),Under validation (Public comment period closed),5908,Electric Mobility Program Colombia,"The “Electric Mobility Program Colombia” is a grouped project comprising multiple Project Activity Instances, each managed by individual investors under contract with the project proponent Grutter Consulting, which holds the overall responsibility. The project aims to reduce greenhouse gas emissions through the deployment of charging infrastructure for electric vehicles across Colombia, thereby reducing usage of internal combustion engine powered vehicles and their associated GHG emissions.",Carbon,No,2026-01-01T00:00:00,,True,True,,,2035-12-31T00:00:00,,,,5908,KBS Certification Services Limited,110100000036823.0,,UNDER_VAL_COMMENT_CLOSED,False,100000000000011,Colombia,Colombia,,,4.115668,-72.930136,,,,,,5908,2026-01-01T00:00:00,2026-01-01T00:00:00,4.115668/-72.930136,Transport,,,,,,,,,,,,,,,False,,VM0038 (Version NA),,,2026-01-01T00:00:00,,,,,,Grutter Consulting AG (PP),,596272,,,False,,2026-01-01T00:00:00,2035-12-31T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,,,,,,,,False,,,,,verra_platts,5908,original,50573,PUERTO LÓPEZ
110200000673851,110200000673851,2026-08-21T17:27:46.087334426,150000000000001,Verified Carbon Standard,,,2022-03-30T21:05:51,,Under validation (Public comment period closed),Under validation (Public comment period closed),1169,EPM Grouped Natural Gas Project,"The project consists of individual fuel switch measures in industrial plants in Colombia, switching from coal or petroleum fuels to natural gas in processes for heat generation  that are located at and directly linked to an industrial process with a main output other than heat.",Carbon,No,2022-03-01T00:00:00,,True,True,,,2032-02-29T00:00:00,,,,1169,Colombian Institute for Technical Standards and Certification (ICONTEC),110100000042585.0,,UNDER_VAL_COMMENT_CLOSED,False,100000000000011,Colombia,municipality of Rionegro,Department of Antioquia,,6.167423,-75.366507,,,,,,1169,2012-03-01T00:00:00,2012-03-01T00:00:00,6.167423/-75.366507,"Energy industries (renewable/non-renewable sources), Manufacturing industries",,,,,,,,,,,,,,,False,,ACM0009 (Version NA),,,2012-03-01T00:00:00,,150000000000045.0,Latin America,,,Empresas Publicas de Medellin S.A,,6930,,,False,,2022-03-01T00:00:00,2032-02-29T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,2.0,,,,,,,,False,,,,,verra_platts,1169,original,05615,RIONEGRO
110200000672664,110200000672664,2026-08-21T17:27:39.681325181,150000000000001,Verified Carbon Standard,,,2026-03-02T19:50:00,,Registered,Registered,1723,Escuela de Minas Hydroelectric Project,"The Project consists of a run-of-river power plant that will use the water of the Río Negro basin. The main works are located in El Porvenir, Salto Arriba, Rosario and Pozo counties, within the municipality of Marinilla, Department of Antioquia, Colombia. The project will have a total installed capacity of 55 MW with a nominal flow rate of 39.5 m³/s, a 160.12 m net head, and three vertical axis Francis-type turbines that generate 20 MW each. The electricity generated by the project is expected to be around 269 GWh per year, which will be delivered to the SIN, avoiding part of the electricity generated by the grid-connected power plants. The construction of the project started in 2016 and is expected to be operational around August 2019.  This project was open for public comment from 02 November - 02 December 2017. No comments were received",Carbon,No,2019-07-22T00:00:00,2026-03-02T19:50:00,True,True,,,2029-07-21T00:00:00,,,,1723,Earthood Services Limited,110100000036441.0,,REGISTERED,True,100000000000011,Colombia,Marinilla,Antioquia,,6.23277,-75.266345,,,,,,1723,2019-07-22T00:00:00,2019-07-22T00:00:00,6.232770/-75.266345,Energy industries (renewable/non-renewable sources),,,,,,,,,,,,,,,False,,ACM0002 (Version 17),,,2019-07-22T00:00:00,2017-11-02T00:00:00,150000000000045.0,Latin America,,,HIDROELECTRICA DEL ALTO PORCE S.A.S E.S.P,,83524,,,False,,2019-07-22T00:00:00,2029-07-21T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,,,,,,,,False,,,,,verra_platts,1723,original,05440,MARINILLA
110200000671890,110200000671890,2026-08-21T17:27:39.609880537,150000000000001,Verified Carbon Standard,,,2026-01-07T22:27:27,,Registration and verification approval requested,Registration and verification approval requested,3594,Finca la Paz II,"Col La Paz is implementing an Afforestation/Reforestation Project in degraded grasslands in Colombia. The Vichada Department is home to vast tropical grasslands, which have been subject to unsustainable grazing causing ecosystem degradation. La Paz Farm is an extensive forestry plantation with multiple introduced species, mainly planted with Acacia mangium which is undergoing the process of soil regeneration. This productive ecosystem will produce several timber products for construction materials and charcoal to sustainably meet the needs of a growing population. La Paz applies practices such as low agrochemical use and regenerative agriculture. It employs a total of 37 workers who benefit from long-term contracts, free meals three times a day, and comfortable accommodation. The project serves as a biodiversity corridor for many species. Conservation efforts include wildlife protection, spring preservation, and stream conservation. The initiative brings climate benefits by preventing erosion and enhancing carbon sequestration. Col La Paz follows social and environmental policies, aiming for verified emission removals under the Verified Carbon Standard and the Climate, Community, and Biodiversity Standard. The estimated annual emissions and removals are 15,705 tCO2e, and the total anticipated emissions and removals are 698,014 tCO2e over 40 years, accounting for future planned harvesting events",Carbon,No,2016-12-01T00:00:00,,True,True,,,2046-11-30T00:00:00,,,,3594,SCS Global Services,110100000044880.0,,REGISTRATION_VERIFICATION_APPROVAL_REQ,False,100000000000011,Colombia,Puerto Carreño,Vichada,,6.094564,-68.123725,,,,,,3594,2016-12-01T00:00:00,2016-12-01T00:00:00,6.094564/-68.123725,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,VM0047 (Version NA),,,2016-12-01T00:00:00,,150000000000045.0,Latin America,15000.0,,Col La Paz SAS,ARR,110350,,,False,,2016-12-01T00:00:00,2046-11-30T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,30.0,,,,,,,False,,,,,verra_platts,3594,original,99001,PUERTO CARREÑO
110200000673376,110200000673376,2026-08-21T17:27:46.001523949,150000000000001,Verified Carbon Standard,,,2024-01-26T10:16:07,,Late to Verify,Late to Verify,1378,"Forestry Project for the Basin of the Chinchina River, an Environmental and Productive Alternative for the City and the Region","The primary objective of this project is to regulate and improve the quantity and quality of fresh water for the region’s communities by restoring the watersheds that supply their water systems, each duly identified as part of the Chinchiná River watershed restoration program. The program’s activities involve ecological restoration through assisted natural regeneration and reforestation. The species used for the assisted natural regeneration system come from the natural forests within the project boundary",Carbon,No,2002-06-04T00:00:00,,True,True,,,2042-06-03T00:00:00,,,,1378,Colombian Institute for Technical Standards and Certification (ICONTEC),110100000042585.0,,LATE_TO_VERIFY,True,100000000000011,Colombia,Chinchina River Watershed,Caldas,,4.5613,-75.21,,,,,,1378,2002-06-01T00:00:00,2002-06-01T00:00:00,4.561300/-75.210000,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,True,,AR-ACM0003 (Version 2),,,2002-06-01T00:00:00,2020-04-06T00:00:00,150000000000045.0,Latin America,4539.0,,Multiple Project Proponents,ARR,12189,,,False,,2002-06-04T00:00:00,2042-06-03T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,40.0,,,,,,,False,,,,,verra_platts,1378,original,73043,ANZOÁTEGUI
110200000671781,110200000671781,2026-08-21T17:27:39.603002553,150000000000001,Verified Carbon Standard,,,2021-04-07T17:13:11,,Withdrawn,Withdrawn,1434,Forestry Project “More Forests for Medellin”,"The project is based in the establishment of forest plantations, silvopastoral systems and assisted models for natural regeneration in areas of grasslands and stubbles in the Municipality of Medellin, department of Antioquia, in order to promote the removals of GHG and mitigate the climate change impacts while taking into account socioeconomic and cultural traditions of population in the area of influence of the Project. Additionally, the project seeks to generate appropriated land use alternatives for the rural areas and promote the recovery of slopes, hills and strategic ecosystems of the Municipality of Medellin. The project also promotes productive alternatives in the rural area to reduce the pressure of the forest relicts and to ensure the conservation of soils and biodiversity, among others environmental gods; it also seeks to provide alternative sources of funds and income for the rural communities of the Municipality.",Carbon,No,,,True,True,,,,,,,1434,Colombian Institute for Technical Standards and Certification (ICONTEC),110100000042585.0,,WITHDRAWN,False,100000000000011,Colombia,Medellin,Antioquia,,6.167856,-75.670507,,,,,,1434,2010-02-15T00:00:00,2010-02-15T00:00:00,6.167856/-75.670507,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,AR-ACM0003 (Version 2),,,2010-02-15T00:00:00,2020-04-06T00:00:00,,,681.0,,Secretaría del Medio Ambiente del Municipio de Medellín,,1781,,,False,,,,,"< 5,000 tCO2-e per year",150000000000061,,,,,,,,,False,,,,,verra_platts,1434,original,05001,MEDELLÍN
110200000674733,110200000674733,2026-08-21T17:27:46.195236456,150000000000001,Verified Carbon Standard,,,2026-06-19T13:34:09,,Under validation (Public comment period closed),Under validation (Public comment period closed),5632,Green and Carbon Capture project,"The Green and Carbon Capture Project, is a reforestation project led by Scellec Teca Colombia SAS, located in the Colombian Caribbean, the first project activity instance (PAI) is located specifically within Montería (Córdoba department) and Pivijay (Magdalena department). The primary goal of the project is the establishment of commercial teak (Tectona grandis) and roble (Tabebuia rosea) plantations, while also supporting biodiversity and providing socioeconomic benefits to surrounding communities — contributing to broader climate change mitigation efforts. The first PAI spans a total of 2,344.6 hectares in areas that have been mainly used for cattle raising since at least 10 years before project start. Project area are owned by Scellec Teca Colombia SAS. Project started in 30 June 2022, with the plantation of first project trees. Beyond its environmental focus, the project integrates community-focused initiatives, including environmental education, training, and support for planting, maintenance, and monitoring activities. These efforts not only contribute to climate action but also help strengthen the social and economic well-being of local populations, promoting greater environmental awareness and improved living conditions. Strengthen local employment opportunities by creating sustainable jobs and training the community in responsible forest management practices.",Carbon,No,2022-06-30T00:00:00,,True,True,,,2062-06-29T00:00:00,,,,5632,Colombian Institute for Technical Standards and Certification (ICONTEC),110100000042585.0,,UNDER_VAL_COMMENT_CLOSED,False,100000000000011,Colombia,Caribean Region,"Magdalena, Cordoba.",,10.372215,-74.315697,,,,,,5632,2022-06-30T00:00:00,2022-06-30T00:00:00,10.372215/74.315697,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,VM0047 (Version NA),,,2022-06-30T00:00:00,,150000000000045.0,Latin America,2345.0,https://www.scellec.ie/,Scellec Teca Colombia SAS (PP),ARR,15759,,,False,,2022-06-30T00:00:00,2062-06-29T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,40.0,,,,,,,False,,,,,verra_platts,5632,signo_lon_negado,47551,PIVIJAY
